기관명,제목,분류,URL,이미지URL,시작일자,종료일자,주소,시간,비용,전화번호,주최기관명,홈페이지URL,작성일자
경기문화재단,장욱진의 황금방주,전시,https://ggc.ggcf.kr/cultureEvents/view/66210e33714537e08269c8dd,https://ggc.ggcf.kr/uploadimg/2023/file/장_1713442279874.JPG,2024-03-12,2024-06-09,,"10:00~18:00, 월 휴관","5,000원",031-8082-4245,"양주시, 양주시립장욱진미술관",www.yangju.go.kr,2024-04-18
경기문화재단,"포옹, 단단하고 부드러운",전시,https://ggc.ggcf.kr/cultureEvents/view/66210eba714537e08269c8de,https://ggc.ggcf.kr/uploadimg/2023/file/민_1713442417168.JPG,2024-03-08,2024-12-08,,"10:00~18:00, 월 휴관","5,000원",031-8082-4255,양주시립민복진미술관,www.yangju.go.kr/minbokjin,2024-04-18
경기문화재단,장욱진의 황금방주,전시,https://ggc.ggcf.kr/cultureEvents/view/66210e33714537e08269c8dd,https://ggc.ggcf.kr/uploadimg/2023/file/장_1713442279874.JPG,2024-03-12,2024-06-09,,"10:00~18:00, 월 휴관","5,000원",031-8082-4245,"양주시, 양주시립장욱진미술관",www.yangju.go.kr,2024-04-18
경기문화재단,"포옹, 단단하고 부드러운",전시,https://ggc.ggcf.kr/cultureEvents/view/66210eba714537e08269c8de,https://ggc.ggcf.kr/uploadimg/2023/file/민_1713442417168.JPG,2024-03-08,2024-12-08,,"10:00~18:00, 월 휴관","5,000원",031-8082-4255,양주시립민복진미술관,www.yangju.go.kr/minbokjin,2024-04-18
경기문화재단,"별서, 풍류와 아취의 공간",전시,https://ggc.ggcf.kr/cultureEvents/view/661fb22349fd805655e4a0f0,https://ggc.ggcf.kr/uploadimg/2023/file/skadi_1713353171014.JPG,2023-11-01,2024-04-30,,10:00~18:00 월 휴,무료,031-590-8600,남양주시립박물관,www.nyj.go.kr,2024-04-17
경기문화재단,2024 경기상상캠퍼스 축제 토토즐 in 경기상상캠퍼스,행사,https://ggc.ggcf.kr/cultureEvents/view/661f617774c349a9e010e97e,https://ggc.ggcf.kr/uploadimg/2023/file/1_1713332598481.jpg,2024-05-04,2024-06-15,,12:00~,무료,031-296-1758,경기문화재단,https://www.ggcf.kr/,2024-04-17
경기문화재단,2024 경기상상캠퍼스 축제 토토즐 in 경기상상캠퍼스,행사,https://ggc.ggcf.kr/cultureEvents/view/661f617774c349a9e010e97e,https://ggc.ggcf.kr/uploadimg/2023/file/1_1713332598481.jpg,2024-05-04,2024-06-15,,12:00~,무료,031-296-1758,경기문화재단,https://www.ggcf.kr/,2024-04-17
경기문화재단,"레볼루시오나리오 퀸텟×바리톤 이응광의 <Hi, Tango!>",공연,https://ggc.ggcf.kr/cultureEvents/view/661fafb449fd805655e4a0ed,https://ggc.ggcf.kr/uploadimg/2023/file/sgg_1713352560434.JPG,2024-04-24,2024-04-24,,20:00,전석 1만원,031-790-7979,하남문화재단,www.hnart.or.kr,2024-04-17
경기문화재단,2024 APAP 작품투어 - 안양예술공원,교육,https://ggc.ggcf.kr/cultureEvents/view/661fad1d49fd805655e4a0ea,https://ggc.ggcf.kr/uploadimg/2023/file/안_1713351872287.JPG,2024-04-01,2024-11-30,,"화~금 11:00, 14:00, 주말 11:00, 14:00, 16:00","성인 2,000원, 유아 1,000원",031-687-0548,안양문화예술재단,ayac.or.kr,2024-04-17
경기문화재단,2024 APAP 작품투어 - 안양예술공원,교육,https://ggc.ggcf.kr/cultureEvents/view/661fad1d49fd805655e4a0ea,https://ggc.ggcf.kr/uploadimg/2023/file/안_1713351872287.JPG,2024-04-01,2024-11-30,,"화~금 11:00, 14:00, 주말 11:00, 14:00, 16:00","성인 2,000원, 유아 1,000원",031-687-0548,안양문화예술재단,ayac.or.kr,2024-04-17
경기문화재단,"별서, 풍류와 아취의 공간",전시,https://ggc.ggcf.kr/cultureEvents/view/661fb22349fd805655e4a0f0,https://ggc.ggcf.kr/uploadimg/2023/file/skadi_1713353171014.JPG,2023-11-01,2024-04-30,,10:00~18:00 월 휴,무료,031-590-8600,남양주시립박물관,www.nyj.go.kr,2024-04-17
경기문화재단,플라스틱 정글 탐험대 - 공생광장에 나타난 돌연변이,전시,https://ggc.ggcf.kr/cultureEvents/view/661e0731d20ce2c4d6334347,https://ggc.ggcf.kr/uploadimg/2023/file/df_1713243872695.jpg,2024-04-13,2024-09-01,,"10:00~17:00, 월 휴무",무료,031-323-6630,용인문화재단,www.yicf.or.kr,2024-04-16
경기문화재단,<들여다보기>展,전시,https://ggc.ggcf.kr/cultureEvents/view/661e0425d20ce2c4d6334343,https://ggc.ggcf.kr/uploadimg/2023/file/r_1713243088122.JPG,2024-04-16,2024-06-08,,"10:00~18:00, 일요일 월요일 휴",무료,031-999-3991,"김포시, 김포문화재단",gcf.or.kr,2024-04-16
경기문화재단,[한국미술관] 유진실 초대 개인전_리듬의 풍경 (~6/2),전시,https://ggc.ggcf.kr/cultureEvents/view/661dd592985579aac88f6e68,https://ggc.ggcf.kr/uploadimg/2023/file/한국미술관_1713231248489.jpg,2024-04-11,2024-06-02,,10:00~18:00,3000원,031-283-6418,한국미술관,www.hartm.com,2024-04-16
경기문화재단,김주원의 사색여정,공연,https://ggc.ggcf.kr/cultureEvents/view/661e050ed20ce2c4d6334346,https://ggc.ggcf.kr/uploadimg/2023/file/s_1713243280675.jpg,2024-05-18,2024-12-14,,15:00,"R석 3만원, S석 2만원",02-2621-8845,광명문화재단,gmcf.or.kr,2024-04-16
경기문화재단,[한국미술관] 유진실 초대 개인전_리듬의 풍경 (~6/2),전시,https://ggc.ggcf.kr/cultureEvents/view/661dd592985579aac88f6e68,https://ggc.ggcf.kr/uploadimg/2023/file/한국미술관_1713231248489.jpg,2024-04-11,2024-06-02,,10:00~18:00,3000원,031-283-6418,한국미술관,www.hartm.com,2024-04-16
경기문화재단,<들여다보기>展,전시,https://ggc.ggcf.kr/cultureEvents/view/661e0425d20ce2c4d6334343,https://ggc.ggcf.kr/uploadimg/2023/file/r_1713243088122.JPG,2024-04-16,2024-06-08,,"10:00~18:00, 일요일 월요일 휴",무료,031-999-3991,"김포시, 김포문화재단",gcf.or.kr,2024-04-16
경기문화재단,"세월호참사 10주기 추념전 <우리가, 바다>",전시,https://ggc.ggcf.kr/cultureEvents/view/661e0915d20ce2c4d6334349,https://ggc.ggcf.kr/uploadimg/2023/file/ss_1713244338890.JPG,2024-04-12,2024-07-14,,"10:00~18:00, 월 휴관",무료,031-481-7000,"경기문화재단, 경기도미술",gmoma.ggcf.kr,2024-04-16
경기문화재단,사유의 형태들 2024,전시,https://ggc.ggcf.kr/cultureEvents/view/661e8d9f325dffa9b966f975,https://ggc.ggcf.kr/uploadimg/2023/file/TT_1713278204073.JPG,2024-04-18,2024-07-28,,"9:30~17:30, 월 휴관",무료,031-667-0011,평택문화재단,www.wootdali.or.kr,2024-04-16
경기문화재단,플라스틱 정글 탐험대 - 공생광장에 나타난 돌연변이,전시,https://ggc.ggcf.kr/cultureEvents/view/661e0731d20ce2c4d6334347,https://ggc.ggcf.kr/uploadimg/2023/file/df_1713243872695.jpg,2024-04-13,2024-09-01,,"10:00~17:00, 월 휴무",무료,031-323-6630,용인문화재단,www.yicf.or.kr,2024-04-16
경기문화재단,사유의 형태들 2024,전시,https://ggc.ggcf.kr/cultureEvents/view/661e8d9f325dffa9b966f975,https://ggc.ggcf.kr/uploadimg/2023/file/TT_1713278204073.JPG,2024-04-18,2024-07-28,,"9:30~17:30, 월 휴관",무료,031-667-0011,평택문화재단,www.wootdali.or.kr,2024-04-16
경기문화재단,김주원의 사색여정,공연,https://ggc.ggcf.kr/cultureEvents/view/661e050ed20ce2c4d6334346,https://ggc.ggcf.kr/uploadimg/2023/file/s_1713243280675.jpg,2024-05-18,2024-12-14,,15:00,"R석 3만원, S석 2만원",02-2621-8845,광명문화재단,gmcf.or.kr,2024-04-16
경기문화재단,"세월호참사 10주기 추념전 <우리가, 바다>",전시,https://ggc.ggcf.kr/cultureEvents/view/661e0915d20ce2c4d6334349,https://ggc.ggcf.kr/uploadimg/2023/file/ss_1713244338890.JPG,2024-04-12,2024-07-14,,"10:00~18:00, 월 휴관",무료,031-481-7000,"경기문화재단, 경기도미술",gmoma.ggcf.kr,2024-04-16
경기문화재단,"양은진 개인전 ""JINIDA #HOT PLACE""",전시,https://ggc.ggcf.kr/cultureEvents/view/661cc7c34e77ad53ccd21480,https://ggc.ggcf.kr/uploadimg/2023/file/KakaoTalk_20240415_143409721_1713162011891.png,2024-04-13,2024-04-28,,"10:00~18:00, 월 휴관",무료,031-377-9825,반도문화재단,www.bandofoundation.org,2024-04-15
경기문화재단,안성 남사당 상설공연 '곰뱅이 텄다',공연,https://ggc.ggcf.kr/cultureEvents/view/661cc9744e77ad53ccd21481,https://ggc.ggcf.kr/uploadimg/2023/file/KakaoTalk_20240415_143410344_1713162193930.png,2024-04-06,2024-11-24,,"매주 토,일 14:00","12,000원",031-678-2518,"안성시, 안성남사당패",www.anseong.go.kr/tour/,2024-04-15
경기문화재단,제14회 화성 뱃놀이 축제,행사,https://ggc.ggcf.kr/cultureEvents/view/661cd9fd4e77ad53ccd2148a,https://ggc.ggcf.kr/uploadimg/2023/file/화성뱃놀이_1713166841203.jpg,2024-05-31,2024-06-02,,,,,"화성시, 화성시문화재단",,2024-04-15
경기문화재단,연천 구석기 축제,행사,https://ggc.ggcf.kr/cultureEvents/view/661cdc154e77ad53ccd2148c,https://ggc.ggcf.kr/uploadimg/2023/file/연천구석기축제_군민화합공연_1713167281393.jpg,2024-05-03,2024-05-06,,,,,연천군,www.yeoncheon.go.kr,2024-04-15
경기문화재단,이천거북놀이 상설공연 거북아 놀아라,공연,https://ggc.ggcf.kr/cultureEvents/view/661cca2c4e77ad53ccd21482,https://ggc.ggcf.kr/uploadimg/2023/file/KakaoTalk_20240415_143410120_1713162623734.jpg,2024-04-13,2024-11-24,,"매월 둘째, 넷째 일요일 15:00",무료,031-633-9758,"이천시, 이천문화재단",www.artic.or.kr,2024-04-15
경기문화재단,한국창작동요 100주년 기념 '반달이 준 선물',전시,https://ggc.ggcf.kr/cultureEvents/view/661cd5204e77ad53ccd21484,https://ggc.ggcf.kr/uploadimg/2023/file/김포_1713163204888.JPG,2024-04-12,2024-09-22,,,무료,031-633-9734,"이천시, 이천문화재단",www.artic.or.kr,2024-04-15
경기문화재단,봄빛 마실,행사,https://ggc.ggcf.kr/cultureEvents/view/661cd70b4e77ad53ccd21488,https://ggc.ggcf.kr/uploadimg/2023/file/8bda6c611712970214060_1713166087990.jpeg,2024-04-26,2024-04-28,,,"15,000",02-2054-6856,경기도 용인시,https://booking.naver.com/booking/5/bizes/1114986/items/5772401?tab=details,2024-04-15
경기문화재단,제14회 화성 뱃놀이 축제,행사,https://ggc.ggcf.kr/cultureEvents/view/661cd9fd4e77ad53ccd2148a,https://ggc.ggcf.kr/uploadimg/2023/file/화성뱃놀이_1713166841203.jpg,2024-05-31,2024-06-02,,,,,"화성시, 화성시문화재단",,2024-04-15
경기문화재단,연천 구석기 축제,행사,https://ggc.ggcf.kr/cultureEvents/view/661cdc154e77ad53ccd2148c,https://ggc.ggcf.kr/uploadimg/2023/file/연천구석기축제_군민화합공연_1713167281393.jpg,2024-05-03,2024-05-06,,,,,연천군,www.yeoncheon.go.kr,2024-04-15
경기문화재단,안성 남사당 상설공연 '곰뱅이 텄다',공연,https://ggc.ggcf.kr/cultureEvents/view/661cc9744e77ad53ccd21481,https://ggc.ggcf.kr/uploadimg/2023/file/KakaoTalk_20240415_143410344_1713162193930.png,2024-04-06,2024-11-24,,"매주 토,일 14:00","12,000원",031-678-2518,"안성시, 안성남사당패",www.anseong.go.kr/tour/,2024-04-15
경기문화재단,이천거북놀이 상설공연 거북아 놀아라,공연,https://ggc.ggcf.kr/cultureEvents/view/661cca2c4e77ad53ccd21482,https://ggc.ggcf.kr/uploadimg/2023/file/KakaoTalk_20240415_143410120_1713162623734.jpg,2024-04-13,2024-11-24,,"매월 둘째, 넷째 일요일 15:00",무료,031-633-9758,"이천시, 이천문화재단",www.artic.or.kr,2024-04-15
경기문화재단,한국창작동요 100주년 기념 '반달이 준 선물',전시,https://ggc.ggcf.kr/cultureEvents/view/661cd5204e77ad53ccd21484,https://ggc.ggcf.kr/uploadimg/2023/file/김포_1713163204888.JPG,2024-04-12,2024-09-22,,,무료,031-633-9734,"이천시, 이천문화재단",www.artic.or.kr,2024-04-15
경기문화재단,"앙상블 오푸스 '음악, 그 너머의 아름다움'",공연,https://ggc.ggcf.kr/cultureEvents/view/661898c7a0c15773565e5b6b,https://ggc.ggcf.kr/uploadimg/2023/file/경기문화포털900x1200_앙상블오푸스-포스터-A2_1712888380637.jpg,2024-05-23,2024-05-23,,19시 30분,R석 3만원 S석 2만원,1522-0338,광주시문화재단,https://www.nsart.or.kr/perform.do?act=detail&pfrmId=418&pageIndex=1&searchGuideType=ING&orderBy=DATE,2024-04-12
경기문화재단,2024 명지대학교박물관 도예교육 “도전! 사기장”,교육,https://ggc.ggcf.kr/cultureEvents/view/6618eff5a0c15773565e5b70,https://ggc.ggcf.kr/uploadimg/2023/file/모집_1712910321676.png,2024-05-02,2024-09-26,,매주 목요일 총 15차시,교육비 무료/재료비 등 자부담,**************** / 031-330-6074,,mum.mju.ac.kr,2024-04-12
경기문화재단,"앙상블 오푸스 '음악, 그 너머의 아름다움'",공연,https://ggc.ggcf.kr/cultureEvents/view/661898c7a0c15773565e5b6b,https://ggc.ggcf.kr/uploadimg/2023/file/경기문화포털900x1200_앙상블오푸스-포스터-A2_1712888380637.jpg,2024-05-23,2024-05-23,,19시 30분,R석 3만원 S석 2만원,1522-0338,광주시문화재단,https://www.nsart.or.kr/perform.do?act=detail&pfrmId=418&pageIndex=1&searchGuideType=ING&orderBy=DATE,2024-04-12
경기문화재단,2024 명지대학교박물관 도예교육 “도전! 사기장”,교육,https://ggc.ggcf.kr/cultureEvents/view/6618eff5a0c15773565e5b70,https://ggc.ggcf.kr/uploadimg/2023/file/모집_1712910321676.png,2024-05-02,2024-09-26,,매주 목요일 총 15차시,교육비 무료/재료비 등 자부담,**************** / 031-330-6074,,mum.mju.ac.kr,2024-04-12
경기문화재단,2024 명지대학교박물관 도예교육 “도전! 사기장”,교육,https://ggc.ggcf.kr/cultureEvents/view/6618eff5a0c15773565e5b70,https://ggc.ggcf.kr/uploadimg/2023/file/모집_1712910321676.png,2024-05-02,2024-09-26,,매주 목요일 총 15차시,교육비 무료/재료비 등 자부담,**************** / 031-330-6074,,mum.mju.ac.kr,2024-04-12
경기문화재단,"앙상블 오푸스 '음악, 그 너머의 아름다움'",공연,https://ggc.ggcf.kr/cultureEvents/view/661898c7a0c15773565e5b6b,https://ggc.ggcf.kr/uploadimg/2023/file/경기문화포털900x1200_앙상블오푸스-포스터-A2_1712888380637.jpg,2024-05-23,2024-05-23,,19시 30분,R석 3만원 S석 2만원,1522-0338,광주시문화재단,https://www.nsart.or.kr/perform.do?act=detail&pfrmId=418&pageIndex=1&searchGuideType=ING&orderBy=DATE,2024-04-12
경기문화재단,아트클래스_Home Sweet Home,교육,https://ggc.ggcf.kr/cultureEvents/view/6617527dab6b46ce372f796b,https://ggc.ggcf.kr/uploadimg/2023/file/벗이미술관3_1712804475425.jpg,2024-04-11,2024-05-15,,"11시, 14시. 16시",28000,031-333-2114,벗이미술관,벗이미술관 인스타그램 (@artmuseumversi),2024-04-11
경기문화재단,아트클래스_Home Sweet Home,교육,https://ggc.ggcf.kr/cultureEvents/view/6617527dab6b46ce372f796b,https://ggc.ggcf.kr/uploadimg/2023/file/벗이미술관3_1712804475425.jpg,2024-04-11,2024-05-15,,"11시, 14시. 16시",28000,031-333-2114,벗이미술관,벗이미술관 인스타그램 (@artmuseumversi),2024-04-11
경기문화재단,아트클래스_Home Sweet Home,교육,https://ggc.ggcf.kr/cultureEvents/view/6617527dab6b46ce372f796b,https://ggc.ggcf.kr/uploadimg/2023/file/벗이미술관3_1712804475425.jpg,2024-04-11,2024-05-15,,"11시, 14시. 16시",28000,031-333-2114,벗이미술관,벗이미술관 인스타그램 (@artmuseumversi),2024-04-11
경기문화재단,REBORN: All About Prologue展,전시,https://ggc.ggcf.kr/cultureEvents/view/6614a701e6957f16d4f9f320,https://ggc.ggcf.kr/uploadimg/2023/file/벗이미술관1_1712629502367.jpg,2024-04-05,2024-06-30,,10:00~18:00,,031-333-2934,벗이미술관,www.versi.co.kr,2024-04-09
경기문화재단,한승민 개인전_Future Forecast,전시,https://ggc.ggcf.kr/cultureEvents/view/6614a627e6957f16d4f9f31f,https://ggc.ggcf.kr/uploadimg/2023/file/벗이미술관_1712629142205.jpg,2024-04-05,2024-07-31,,10:00~18:00,,031-333-2114,벗이미술관,www.versi.co.kr,2024-04-09
경기문화재단,REBORN: All About Prologue展,전시,https://ggc.ggcf.kr/cultureEvents/view/6614a701e6957f16d4f9f320,https://ggc.ggcf.kr/uploadimg/2023/file/벗이미술관1_1712629502367.jpg,2024-04-05,2024-06-30,,10:00~18:00,,031-333-2934,벗이미술관,www.versi.co.kr,2024-04-09
경기문화재단,한승민 개인전_Future Forecast,전시,https://ggc.ggcf.kr/cultureEvents/view/6614a627e6957f16d4f9f31f,https://ggc.ggcf.kr/uploadimg/2023/file/벗이미술관_1712629142205.jpg,2024-04-05,2024-07-31,,10:00~18:00,,031-333-2114,벗이미술관,www.versi.co.kr,2024-04-09
경기문화재단,REBORN: All About Prologue展,전시,https://ggc.ggcf.kr/cultureEvents/view/6614a701e6957f16d4f9f320,https://ggc.ggcf.kr/uploadimg/2023/file/벗이미술관1_1712629502367.jpg,2024-04-05,2024-06-30,,10:00~18:00,,031-333-2934,벗이미술관,www.versi.co.kr,2024-04-09
경기문화재단,한승민 개인전_Future Forecast,전시,https://ggc.ggcf.kr/cultureEvents/view/6614a627e6957f16d4f9f31f,https://ggc.ggcf.kr/uploadimg/2023/file/벗이미술관_1712629142205.jpg,2024-04-05,2024-07-31,,10:00~18:00,,031-333-2114,벗이미술관,www.versi.co.kr,2024-04-09
경기문화재단,노트르담 드 파리,공연,https://ggc.ggcf.kr/cultureEvents/view/661352239b0daeaaea5ccb0e,https://ggc.ggcf.kr/uploadimg/2023/file/노트르담드파리_1712542242598.jpg,2024-04-26,2024-04-28,,"금 19:30, 토 14:00, 19:00",,,,,2024-04-08
경기문화재단,연극만원2 컬렉티드 스토리즈,공연,https://ggc.ggcf.kr/cultureEvents/view/661353429b0daeaaea5ccb10,https://ggc.ggcf.kr/uploadimg/2023/file/컬렉틷_1712542518270.gif,2024-04-19,2024-04-21,,120분,"10,000원",,,https://tickets.interpark.com/goods/24001387,2024-04-08
경기문화재단,단명소녀 투쟁기,공연,https://ggc.ggcf.kr/cultureEvents/view/661353d69b0daeaaea5ccb11,https://ggc.ggcf.kr/uploadimg/2023/file/단명소녀_1712542662504.jpg,2024-05-03,2024-05-05,,"금 19:30, 토 14:00, 17:00, 일 14:00","R석 30,000, S석 20,000",031-230-3302~4,"경기아트센터, 경기도극단",http://www.ggac.or.kr/?p=14_view&idSchedule=12184,2024-04-08
경기문화재단,노트르담 드 파리,공연,https://ggc.ggcf.kr/cultureEvents/view/661352239b0daeaaea5ccb0e,https://ggc.ggcf.kr/uploadimg/2023/file/노트르담드파리_1712542242598.jpg,2024-04-26,2024-04-28,,"금 19:30, 토 14:00, 19:00",,,,,2024-04-08
